date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:25:40	81042/81042	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226166625b-13c92%22	https://www.attaqwa.co.id/wp-content/uploads/2021/10/3.jpg	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/uploads/2021/10/3.jpg	(from https://www.attaqwa.co.id/)
13:25:40	66735/66735	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226166625c-104af%22	https://www.attaqwa.co.id/wp-content/uploads/2021/10/4.jpg	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/uploads/2021/10/4.jpg	(from https://www.attaqwa.co.id/)
13:25:40	62079/62079	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226166625c-f27f%22	https://www.attaqwa.co.id/wp-content/uploads/2021/10/7.jpg	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/uploads/2021/10/7.jpg	(from https://www.attaqwa.co.id/)
13:25:40	52396/52396	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226166625c-ccac%22	https://attaqwa.co.id/wp-content/uploads/2021/10/FP-1.jpg	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/10/FP-1.jpg	(from https://www.attaqwa.co.id/)
13:25:41	56439/56439	---MCZ	200	added ('OK')	image/png	etag:W/%226166625c-dc77%22	https://attaqwa.co.id/wp-content/uploads/2021/10/FP-2.png	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/10/FP-2.png	(from https://www.attaqwa.co.id/)
13:25:41	52561/52561	---MCZ	200	added ('OK')	image/png	etag:W/%226166625c-cd51%22	https://attaqwa.co.id/wp-content/uploads/2021/10/FP-3.png	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/10/FP-3.png	(from https://www.attaqwa.co.id/)
13:25:45	28238/28238	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22604adac6-6e4e%22	https://attaqwa.co.id/wp-content/uploads/2021/03/jpeg-2-web.jpg	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/03/jpeg-2-web.jpg	(from https://www.attaqwa.co.id/)
13:25:45	31840/31840	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22604adac6-7c60%22	https://attaqwa.co.id/wp-content/uploads/2021/03/jpeg-3-web.jpg	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/03/jpeg-3-web.jpg	(from https://www.attaqwa.co.id/)
13:25:45	38199/38199	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22604adac7-9537%22	https://attaqwa.co.id/wp-content/uploads/2021/03/IMG-20200824-WA0009-2-1.jpg	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/03/IMG-20200824-WA0009-2-1.jpg	(from https://www.attaqwa.co.id/)
13:25:46	34450/34450	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22604adac6-8692%22	https://attaqwa.co.id/wp-content/uploads/2021/03/jpeg-web-1.jpg	D:/Pelatihan%20DIGIMAR/Alquran/attaqwa.co.id/wp-content/uploads/2021/03/jpeg-web-1.jpg	(from https://www.attaqwa.co.id/)
13:25:46	70669/70669	---MCZ	200	added ('OK')	image/png	etag:W/%2260822e8e-1140d%22	https://www.attaqwa.co.id/wp-content/uploads/2021/04/Money-Back-Guarantee-1-300x224.png	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/uploads/2021/04/Money-Back-Guarantee-1-300x224.png	(from https://www.attaqwa.co.id/)
13:25:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20May%202023%2006:25:54%20GMT	http://www.attaqwa.co.id/wp-content/cache/wpfc-minified/8xt5qz6b/f92si.css	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/cache/wpfc-minified/8xt5qz6b/f92si.58.delayed	(from https://www.attaqwa.co.id/)
13:25:48	60416/60416	---MCZ	200	added ('OK')	image/png	etag:W/%22604adac8-ec00%22	https://www.attaqwa.co.id/wp-content/uploads/2021/03/fRGahkMAuMfQ1Dfd8aWqy1sOVm6wQeGgU6PPtiPJA-1-1-1.png	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/uploads/2021/03/fRGahkMAuMfQ1Dfd8aWqy1sOVm6wQeGgU6PPtiPJA-1-1-1.png	(from https://www.attaqwa.co.id/)
13:25:48	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%22642f02b2-4824%22	https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/8xt5qz6b/f92si.css	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/cache/wpfc-minified/8xt5qz6b/f92si.css	(from https://www.attaqwa.co.id/)
13:25:48	4958/4958	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-135e%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.12.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.minfb6f.js	(from https://www.attaqwa.co.id/)
13:25:49	42288/42288	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-a530%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.12.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.minfb6f.js	(from https://www.attaqwa.co.id/)
13:25:49	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-2fa6%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.attaqwa.co.id/)
13:25:49	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264251f8e-53be%22	https://www.attaqwa.co.id/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-includes/js/jquery/ui/core.min3f14.js	(from https://www.attaqwa.co.id/)
13:25:50	2620/2620	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-a3c%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.12.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/share-link/share-link.minfb6f.js	(from https://www.attaqwa.co.id/)
13:25:50	139153/139153	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-21f91%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://www.attaqwa.co.id/)
13:25:50	10749/10749	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-29fd%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://www.attaqwa.co.id/)
13:25:52	40591/40591	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-9e8f%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.12.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/frontend.minfb6f.js	(from https://www.attaqwa.co.id/)
13:26:02	44791/44791	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642f0298-aef7%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.12.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/js/preloaded-modules.minfb6f.js	(from https://www.attaqwa.co.id/)
13:26:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20May%202023%2006:26:11%20GMT	http://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/ruudxx7/f92si.css)
13:26:03	21939/21939	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263feda36-55b3%22	https://www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/js/script.min.js?ver=3.4.1	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/js/script.min5589.js	(from https://www.attaqwa.co.id/)
13:26:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20May%202023%2006:26:14%20GMT	http://www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/images/select-arrow.png	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/images/select-arrow.png	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/7uiwrjqg/f92si.css)
13:26:06	126/126	---M--	200	added ('OK')	image/png	etag:%2263feda36-7e%22	https://www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/images/select-arrow.png	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/themes/landingpress-wp/assets/images/select-arrow.png	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/7uiwrjqg/f92si.css)
13:26:06	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20May%202023%2006:26:14%20GMT	http://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/8a95zcg6/f92si.css)
13:26:14	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22642f0298-31916%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/8a95zcg6/f92si.css)
13:26:15	212956/212956	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22642f0298-33fdc%22	https://www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	D:/Pelatihan%20DIGIMAR/Alquran/www.attaqwa.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://www.attaqwa.co.id/wp-content/cache/wpfc-minified/ruudxx7/f92si.css)
